Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Kyrgyzstan,69.96627,66.38814,56.687428,59.905827,61.143585,57.57032,58.66886,64.38594,61.473503,62.066814,59.42368,67.648445,76.52915,71.8661,73.127846,65.63956,66.99369,69.38583,73.30649,66.91757,67.0747,60.542263,60.542263
Laos,11.332878,12.043276,11.977943,11.678458,12.113857,14.007215,15.860421,15.559872,17.63006,18.505816,29.250225,38.47994,40.12407,47.307285,48.08162,70.62649,120.128654,121.92248,126.88351,131.63283,143.98279,139.94064,139.94064
Latvia,37.75418,40.664444,41.022438,40.518818,45.555637,46.957714,44.543407,45.92616,46.242855,43.82077,49.669945,44.33605,45.962738,44.236668,40.747486,41.74564,44.49915,48.978153,43.564484,44.83716,40.854515,42.398724,39.6699
Lebanon,60.606056,64.49337,65.00091,65.76613,65.4509,62.575287,58.00841,51.343483,66.28692,81.97172,79.19253,79.97874,89.54121,89.2734,91.99911,101.51782,104.42425,111.53107,105.1971,106.661156,103.86615,105.31844,105.31844
Lesotho,2.4693427,2.5016437,2.5715294,2.6158326,2.6253881,3.0930068,3.286833,3.9715817,3.6017246,4.116414,4.3996096,3.9381018,4.1526675,4.2373376,4.3456836,4.2430806,4.593167,4.89175,4.7961416,4.871765,4.7167816,4.8659377,4.8659377
Liberia,1.8909329,2.0167847,1.989471,2.1787899,2.3634825,2.7665544,2.833771,2.6449285,2.3433158,2.1389852,3.367721,3.749771,4.1589627,3.6788895,4.844483,4.862246,5.590125,4.831436,5.4881964,5.4879627,5.240454,5.528998,5.528998
Libya,212.94627,214.66046,221.28317,218.0163,223.34734,230.98123,211.7974,210.39842,218.43176,249.98701,263.62225,173.02005,215.58334,231.87094,226.45312,180.20953,176.38931,199.04042,205.10458,212.98204,186.52736,190.40862,190.40862
Lithuania,78.03437,91.26609,97.401474,102.13443,102.862885,93.84335,89.61744,98.10395,97.13305,90.03387,65.75721,68.49784,68.60062,63.405746,61.163307,63.925446,65.14968,68.64724,70.79878,70.86558,70.29448,70.14949,63.666737
Luxembourg,37.2042,39.86669,43.58215,45.7039,51.779778,52.552967,51.62664,50.125652,49.76075,47.592953,50.115738,48.821117,47.95294,45.692364,44.27421,43.034466,42.459232,44.354897,46.43095,47.288246,40.49809,43.27491,39.07257
Madagascar,9.587165,9.408195,7.26744,9.301135,10.116486,9.790706,9.641767,10.290087,10.902319,9.618991,10.197317,11.428171,13.497147,14.159686,15.377752,16.817646,17.63125,16.164988,15.560264,18.68685,12.630883,14.678847,14.678847
Malawi,6.8078427,6.685983,6.606124,6.9402328,7.401393,7.1995,7.4360375,7.408119,8.4443445,7.862678,9.427578,9.493657,9.531876,9.690505,9.974371,9.610899,10.123318,10.431984,9.962464,10.147229,9.751647,9.248383,9.248383
Malaysia,611.2572,625.815,659.1749,714.1565,771.64,835.0786,843.83295,900.0566,932.6227,903.04865,932.97424,949.2023,1038.4077,1086.7378,1097.6155,1114.6879,1172.7693,1188.3135,1209.563,1240.7631,1195.112,1272.3535,1343.5121
Maldives,2.8618531,2.3996603,2.8691986,2.494432,3.2629292,2.9541214,3.743637,3.8789015,4.216987,4.480191,4.528709,4.894298,6.235267,6.577692,8.817265,6.5987864,7.0005317,7.2642756,8.336382,9.367838,8.90442,9.214026,9.214026
Mali,4.402962,4.4549117,4.3138275,4.328564,4.5019183,4.9864645,5.852126,6.8885784,8.22466,10.396323,11.761088,12.897018,13.713788,14.117615,15.7832155,17.25754,21.920076,23.833948,24.793644,25.333214,24.256605,25.59745,25.59745
Malta,18.514675,20.39525,19.899649,23.127022,24.279015,20.713343,21.168182,23.059702,23.88174,25.449509,30.380507,28.883959,27.543236,26.145313,26.757277,29.281233,32.549335,37.07361,38.70257,40.33273,37.139946,39.150482,39.150482
Mauritania,5.046055,5.2667933,5.6550307,5.9230733,6.3693943,6.647431,6.4735513,7.3103523,8.993636,8.931252,8.872325,9.551328,10.567443,9.61238,11.508354,11.6624155,10.890152,16.321316,17.400463,18.18961,17.476068,18.407001,18.407001
Mauritius,16.069244,16.400646,16.11135,16.46086,16.96436,18.180202,18.977518,19.69686,20.270046,19.555126,21.066702,21.593887,21.73981,22.076933,22.75332,23.596943,24.530706,26.913525,28.407331,29.555481,24.976973,25.62087,25.62087
Mexico,1693.2755,1679.5934,1720.0585,1740.948,1843.0907,2019.614,2049.1768,2068.4585,2153.5232,2117.228,2123.579,2219.981,2239.8518,2241.2712,2227.5078,2202.9785,2252.8418,2295.8225,2265.6897,2239.4392,2064.1897,2219.2664,2423.7495
Moldova,32.95022,32.234013,35.49836,39.423717,36.805885,40.29086,42.639015,37.103584,38.32428,34.536533,34.161934,33.10092,45.2682,44.53569,42.5979,38.07466,38.05067,38.688618,41.25079,41.943604,40.321323,49.003654,49.003654
Mongolia,43.361916,43.276108,46.15494,43.81501,43.01109,44.602825,48.04128,50.427555,49.831665,50.456715,49.192204,51.20017,55.022125,58.388344,57.184326,56.871716,59.658356,65.15187,71.14611,78.48155,67.12849,75.01601,75.01601
Montserrat,0.1163139,0.1163139,0.16765162,0.16765162,0.16765162,0.16765162,0.16765162,0.18635729,0.23925507,0.2023005,0.2703093,0.186859,0.18127958,0.22841482,0.21329182,0.2400428,0.13693617,0.12300661,0.13662383,0.13662381,0.11502155,0.1224197,0.1224197
Morocco,117.46338,126.90545,130.09198,130.45016,148.56302,161.33391,164.66475,163.22835,180.1308,175.78969,194.95639,204.74747,208.42181,213.97916,217.02507,220.8588,223.32423,233.80072,241.81398,263.84097,240.36336,268.31253,256.77856
Mozambique,29.258709,37.512714,37.984047,38.472973,40.322792,44.25308,48.221252,53.581993,50.492657,54.579124,54.35235,61.550423,66.13165,70.08058,77.782234,82.61792,84.95021,85.286446,70.11783,74.10616,70.10905,71.891975,71.891975
Myanmar,48.04907,44.350967,51.47129,58.021305,60.84692,78.40151,74.006935,79.87678,73.32992,67.53897,68.4995,74.950516,89.36845,103.47361,120.964806,112.87985,129.81372,167.52669,172.26006,169.58122,170.05164,164.88298,164.88298
Namibia,12.682486,14.678372,14.113462,14.879573,15.511443,16.35008,16.296886,16.769943,17.675087,18.015572,18.546684,19.268457,19.851057,20.532598,21.837519,22.858814,22.909967,23.574385,23.27655,22.642365,22.303202,22.134443,22.134443
Nauru,0.45777974,0.41491455,0.3894659,0.3491558,0.3276831,0.32111254,0.23380357,0.22770943,0.23160583,0.22512592,0.23729913,0.23325796,0.24751909,0.28915864,0.31222987,0.33247906,0.3648832,0.28691924,0.33700904,0.27236113,0.2608771,0.27083334,0.27083334
Nepal,14.71252,15.524642,16.346617,17.194744,17.174726,17.8338,17.594135,17.46719,19.34023,22.126297,23.594429,25.143528,26.434418,27.945059,30.193071,27.033157,39.73368,45.509377,49.9894,49.032063,49.24105,48.285286,48.285286
Netherlands,1006.81946,1045.5573,1046.061,1053.0762,1088.7443,1112.242,1089.5758,1107.524,1094.3888,1079.291,1170.6506,1115.0919,1095.6993,1062.885,1016.3307,1034.1061,1043.6217,1051.3774,1025.8938,1021.60095,988.6362,1015.27155,983.5985
New Caledonia,10.029056,9.590607,10.372217,11.221449,10.882843,11.943799,11.755148,12.614512,12.662498,12.737026,14.831971,14.6616955,15.589296,16.703777,19.215096,19.672089,20.985006,20.324198,22.706648,22.563063,21.269629,20.146666,20.146666
New Zealand,229.55722,227.48297,235.29236,228.07092,234.68011,228.75876,230.26445,229.46591,230.09772,229.50471,235.12544,236.09343,237.84451,239.55879,250.67651,252.20445,254.93578,259.83582,258.49402,264.1148,239.8192,235.48653,233.0231
Nicaragua,16.296354,17.29853,17.631357,18.706703,19.467884,19.785313,19.881092,20.705866,20.953167,20.958368,21.665756,22.791327,23.010035,24.426323,25.913784,28.355658,28.442665,28.35997,28.144852,28.157967,28.629322,29.219433,29.219433
Niger,3.3174543,3.248509,3.4545631,3.7986734,4.167837,3.9281306,3.9520555,4.2528415,4.7267857,5.5650773,6.888005,6.914141,9.193494,10.34247,9.81472,10.3649645,9.681235,9.415173,10.389251,10.982877,10.765667,10.34748,10.34748
Nigeria,224.48198,254.04959,265.27914,279.6391,290.2112,317.43533,283.01282,259.4425,312.0455,195.81082,243.69942,346.74713,345.8569,444.87653,485.73407,459.22278,469.5742,456.4197,488.3947,504.77087,509.3741,543.7368,543.7368
Niue,0.028383924,0.029088384,0.028063333,0.02634583,0.026293576,0.027183361,0.026917279,0.02484275,0.039290424,0.025858635,0.024091564,0.026788,0.026396567,0.028376363,0.029312711,0.031706557,0.030515382,0.029752932,0.030806992,0.03223946,0.030558735,0.031548053,0.031548053
Dem. Rep. Korea,287.1181,279.23526,272.9146,271.78885,283.35983,278.63095,264.0947,242.10452,260.75497,220.6128,210.62488,157.39717,150.45573,118.56006,111.504944,98.72228,114.25802,93.33703,96.75321,98.323105,99.829216,99.5751,99.5751
Macedonia,30.847715,29.024567,28.361494,31.975607,31.577074,32.65849,33.200977,32.974598,31.932074,31.44994,34.147484,34.064377,31.627125,30.22361,27.96435,29.483152,30.590086,29.431738,29.400928,31.05644,27.070059,28.286995,29.04873
Norway,580.51166,524.99615,546.2653,482.0271,490.92905,560.7537,513.5541,551.2713,564.52246,521.2537,500.3798,507.48676,562.04785,526.9257,542.7384,547.9999,556.09955,558.88324,550.13434,515.53455,558.9052,569.08984,526.7286
Oman,110.92367,123.159355,132.99884,137.96097,128.17462,155.01062,170.27194,172.56383,200.78444,199.19771,236.93105,259.68335,283.3029,317.48486,315.79758,336.78467,337.73837,353.37772,375.74258,373.15045,359.10312,394.0069,415.30582
Pakistan,483.7543,495.15015,514.1093,559.92676,623.06195,646.4842,681.3318,724.4105,727.9981,737.5944,740.76044,740.26276,687.83606,751.7423,775.9353,815.8589,888.98755,940.99817,971.03046,982.51624,977.2168,1083.7887,1000.5467
Palestine,5.764321,7.821104,7.241899,7.7683463,11.815106,14.479837,12.785172,13.1676035,12.629551,12.953758,12.947435,14.3964815,14.404332,15.299262,16.504234,18.322557,19.239206,19.312538,19.689144,20.55228,20.02833,20.529442,20.529442
Panama,67.0678,68.16489,67.34377,67.91378,69.25394,69.187996,75.12776,70.90109,83.056435,80.47027,91.285095,92.07825,102.21984,100.602745,102.87565,112.3791,118.755165,127.71585,130.1864,117.984116,118.70061,117.77596,117.77596
Papua New Guinea,15.133191,17.307549,18.11192,20.563549,22.981201,22.20698,22.762342,24.531261,21.820526,23.98301,21.745659,22.775326,22.00726,22.518286,23.83847,27.527002,29.219704,28.238922,29.388498,30.149662,21.09696,21.12761,21.12761
Paraguay,124.69319,110.88627,115.54269,122.492584,121.593834,119.13373,124.73727,125.26997,129.20233,128.04562,129.48898,136.43077,140.0199,141.21852,133.65765,137.09798,154.90407,148.94304,149.09532,129.97318,122.400375,105.80124,105.80124
Peru,147.35915,146.07588,149.57689,147.67165,157.39606,163.72984,165.59296,180.28453,194.64412,198.44006,225.28638,248.55608,256.72537,262.58148,268.82904,281.66946,298.93784,303.5903,318.42453,326.5953,278.60876,317.3397,334.89386
Philippines,307.55258,300.72742,302.16824,311.74167,319.12234,320.316,305.16562,316.62064,327.37506,331.22507,340.84152,347.6475,359.6185,385.4168,405.57895,444.48392,485.47998,532.61334,547.25684,563.42676,512.1898,545.70746,585.5127
Poland,1017.52454,1010.4564,999.5792,1034.2067,1041.2186,1064.3455,1116.9812,1113.8153,1133.312,1093.6166,1166.1749,1172.9304,1139.2412,1141.9489,1100.9438,1112.3146,1160.6876,1205.9008,1219.6348,1184.7483,1134.1799,1225.8883,1198.3218
Portugal,293.32214,297.6647,295.414,303.36536,297.5244,296.9578,294.78754,297.06833,286.74817,289.2268,305.08783,291.03558,265.7786,291.79355,297.68082,291.2281,311.49603,301.87787,307.59784,292.93924,265.50864,266.35422,257.74097
Puerto Rico,129.38522,140.83076,144.58249,150.49333,155.4434,150.56503,136.73483,131.96162,123.53281,115.638535,98.04779,106.172134,111.84072,98.463196,93.823845,93.84724,87.81292,85.238625,85.661026,80.78419,70.20701,78.72069,78.72069
Qatar,134.19913,128.97125,142.02849,162.93604,196.8703,222.8612,234.2727,255.3497,283.0817,287.01282,333.8674,390.39508,442.71872,480.75836,519.3784,592.22845,579.36914,561.0346,560.45996,583.9661,508.11758,536.0865,523.45264
Romania,420.3319,425.10504,441.30682,441.2445,457.3245,458.29587,467.62262,451.1921,452.44724,395.30527,398.93295,408.6753,392.96033,366.62045,380.50665,382.46426,382.57,388.997,396.42142,387.34177,369.37567,387.2613,360.68604
Russia,7214.0903,7328.2676,7298.4604,7448.467,7514.088,7503.9023,7836.936,7878.334,7914.6255,7522.19,7814.577,8080.6294,8128.4287,8032.607,8057.5503,7930.555,8092.628,8141.66,8441.753,8378.17,8075.2886,8745.49,8025.717
Rwanda,2.9012215,2.8541949,2.9182105,2.9041436,2.7986286,2.7135086,2.6324716,2.69153,2.8321178,2.983624,3.3498561,3.7225063,4.0854783,4.3376565,4.586371,5.078819,5.124537,5.6115375,6.1547008,6.7457433,6.532406,6.3453274,6.3453274
Samoa,0.9294912,0.99314994,1.0486636,1.0578926,1.0579338,1.0711751,1.1068504,1.1812634,1.2117565,1.268139,1.265527,1.2806268,1.2395581,1.2030401,1.2231327,1.4193091,1.5122826,1.5256896,1.5136653,1.631313,1.5522943,1.5975583,1.5975583
Saudi Arabia,1334.8796,1422.3324,1481.3827,1569.1909,1702.4475,1811.1058,1900.1699,1944.0571,2128.4639,2205.1382,2451.1067,2557.2908,2714.2104,2731.2205,2931.7173,3056.6255,3179.844,3181.8193,3101.6775,2973.2866,2890.9275,2987.5464,3193.3193
Senegal,19.907433,21.694818,22.512268,22.695988,24.01114,24.913963,24.46621,26.381638,27.04076,25.887234,26.842123,28.119997,27.669542,28.785759,31.947577,37.051647,35.844208,38.039948,39.58574,44.056408,41.623035,42.279724,42.279724
Seychelles,3.7609558,4.0456696,3.5229077,3.5142403,4.9049377,4.46787,4.746781,3.9024448,4.254021,4.6369734,4.1934004,3.6006186,4.143042,3.7422965,4.3764224,4.535706,5.050324,5.2665887,4.6721234,4.778491,4.612663,4.891292,4.891292
Sierra Leone,1.8761117,2.3542166,2.3687215,2.4334383,2.4281993,2.1991792,2.6608646,2.5130577,2.472516,2.482459,2.9497683,3.7337694,4.1459603,4.8245325,5.30554,4.3349442,4.432782,4.4046493,4.4665146,4.1280594,3.9566472,4.1479893,4.1479893
Singapore,443.01443,500.7205,482.24014,454.2738,509.29944,536.788,590.98,635.4063,677.6433,728.32654,773.3151,802.5536,804.3339,812.4909,828.2924,878.4029,926.7514,949.9961,950.8334,930.7519,911.63525,910.7362,878.9333
Slovakia,218.24721,224.55817,226.4268,219.88297,215.043,226.26744,220.17848,206.62883,212.20859,192.3178,205.4999,197.69135,189.89334,194.58702,181.1199,182.98993,184.74371,194.5947,191.29564,184.84892,181.1254,195.22316,191.24365
Slovenia,78.62627,82.19341,81.7755,80.21293,85.180244,85.18694,85.95426,85.46716,93.64212,86.507126,86.66013,84.13502,81.75843,80.88277,82.971504,74.82731,79.97818,80.83881,82.48029,80.09161,77.384926,76.671234,72.90372
Solomon Is.,1.0562664,1.1048013,1.1416957,1.1932362,1.2691125,1.300733,1.3493745,1.4384215,1.4597304,1.5107039,1.5564928,1.6160148,1.6206181,1.6141902,1.5197262,1.3884337,1.3345238,1.3268349,1.3894602,1.3684785,1.2975992,1.3393546,1.3393546
Somalia,2.9661891,3.0154185,3.259806,3.259806,3.26211,3.2936735,3.3188102,3.3664858,3.3308442,3.3219945,3.405021,3.405021,3.4161766,3.416206,3.416448,3.5448291,3.6269844,3.627606,3.6413927,3.6369123,3.5074317,3.7102253,3.7102253
South Africa,1185.383,1191.5363,1161.1248,1257.9573,1372.772,1299.3777,1326.0608,1362.1926,1459.6958,1453.2135,1462.7987,1444.9584,1422.7034,1429.0052,1445.5111,1416.6125,1480.3215,1474.5691,1418.7039,1481.8711,1385.8998,1389.3289,1338.6821
South and Central America (EI),5815.8257,5797.776,5869.718,5955.7314,6264.7915,6442.281,6736.5933,7038.1616,7190.1455,7089.3745,7452.979,7705.9507,7953.662,8126.6616,8212.818,8203.821,8122.029,8199.033,8136.121,8058.733,7448.4497,8037.367,8363.304
Korea,2245.9128,2300.1194,2406.0903,2483.2976,2541.3552,2627.4595,2670.581,2750.5283,2796.2139,2811.5906,3037.2107,3177.8916,3216.4204,3228.4067,3256.6543,3314.042,3412.5378,3446.6646,3505.189,3465.4758,3334.1907,3489.7388,3530.0134
Spain,1527.637,1597.853,1615.075,1706.8695,1769.3298,1781.4471,1807.2,1846.8264,1795.815,1664.8059,1709.8822,1677.6294,1668.326,1584.8909,1555.5511,1574.9623,1589.9742,1608.1108,1637.0802,1591.3844,1439.4471,1542.9287,1598.6992
Sri Lanka,53.54662,52.03296,53.509136,55.061676,53.50688,61.786396,66.334045,67.44016,63.5758,64.45984,69.6159,75.57897,77.95245,79.214134,85.12164,95.522896,104.5166,101.64732,105.24625,107.676735,105.38566,106.353,94.91825
Sudan,31.099447,33.412537,39.556854,41.0194,44.981018,52.216953,62.25674,66.0825,72.02395,77.59177,87.87112,84.763115,81.78617,85.83844,88.02482,91.00936,105.69049,107.986336,107.29716,106.3234,105.689606,105.80567,105.80567
Suriname,8.362971,8.256402,9.158484,8.113691,9.195907,9.358116,10.199214,9.53478,11.2806635,11.472827,13.780254,11.211893,12.2093115,11.753048,11.440299,10.527559,10.940309,12.749405,12.877228,12.984192,12.3576,12.43448,12.43448
Sweden,639.46985,685.88873,642.0112,615.18054,662.64197,679.98315,639.7497,649.47833,640.23254,586.75024,623.75226,614.7169,652.4464,611.2761,608.4578,629.1513,617.9133,637.8664,624.84937,649.78973,615.8703,629.9774,632.1888
Switzerland,364.33627,389.12653,362.2444,358.35925,353.1598,338.78384,352.5374,348.5938,360.1892,359.1568,349.7803,332.0341,350.93008,360.04596,343.72824,336.09695,316.1205,316.84692,321.79495,335.78976,308.97174,298.709,291.50128
Syria,217.77657,215.20609,232.92659,226.19656,251.64294,284.30347,296.28735,305.67963,310.27234,290.3516,300.48273,272.00482,210.19695,154.28238,137.03278,122.00345,118.85896,119.593094,139.97821,123.70372,115.59429,117.437904,117.437904
Tajikistan,58.809704,61.558994,63.334854,66.60821,67.84215,69.35905,67.84031,63.97413,61.66019,55.35351,57.19694,56.486645,59.67916,61.830788,63.163795,63.24625,65.10699,66.41349,70.850876,75.084435,74.622086,74.83101,74.83101
Tanzania,17.486872,20.142588,22.16277,22.399557,27.307398,28.83554,29.666235,32.122528,33.49891,33.220722,38.205566,38.920326,46.75305,48.820095,51.073086,52.658886,57.78317,52.416847,56.283737,57.2517,56.37248,57.700302,57.700302
Thailand,741.95013,782.4773,848.2559,912.103,990.23193,1021.62885,1043.4651,1079.2432,1079.0978,1108.3534,1181.0455,1212.3762,1301.3629,1308.7134,1350.9866,1382.1123,1410.8402,1436.7277,1481.883,1482.6586,1379.3435,1390.8973,1406.4646
Togo,4.6001277,4.067236,4.4609675,5.5633974,5.474351,5.3394847,4.6541786,5.6827917,6.777562,12.018809,11.477035,10.6178055,9.424583,9.597932,8.328414,6.4887404,8.692368,8.421565,10.085071,10.749471,9.730233,9.645073,9.645073
Tonga,0.43816754,0.39465553,0.4279255,0.5272463,0.48829514,0.5199836,0.5849014,0.5007443,0.5407516,0.5869289,0.5342066,0.5055221,0.5151959,0.5056593,0.54864866,0.5736207,0.6066782,0.7202176,0.6288607,0.7203973,0.68865055,0.7102787,0.7102787
Trinidad and Tobago,118.83661,128.22263,139.14108,155.99242,171.55046,183.94081,214.83954,221.53738,218.27939,216.47034,233.87135,229.67464,226.10153,230.29681,229.11327,222.30405,197.23418,209.28693,198.0956,188.03871,165.16615,169.42793,164.23305
Tunisia,89.077736,98.87915,97.87186,96.474365,98.363,106.75748,100.683784,89.71564,103.76223,86.5445,88.802345,84.71706,93.10589,98.607254,108.65896,112.222084,112.01615,118.58322,121.81989,122.03721,112.99091,116.7936,116.7936
Turkey,864.67865,785.63055,859.633,910.28845,974.77924,996.7517,1105.833,1174.3561,1178.3445,1194.2681,1259.8207,1345.9694,1429.3922,1419.1321,1462.148,1606.7418,1687.1798,1787.4012,1767.5957,1834.3484,1803.4489,1934.3359,1947.8414
Turkmenistan,119.82037,151.23706,127.56533,176.11882,174.40666,176.60062,178.46283,173.17245,142.05565,231.60123,249.56628,276.99832,301.96558,268.24536,278.03848,332.8234,329.5418,326.0263,362.99353,356.94876,422.69815,449.4217,458.94748
Uganda,10.351615,10.553908,10.818169,11.40781,12.1522,13.790744,13.399772,16.166252,17.002748,17.366898,19.54894,20.452541,19.799433,22.977688,26.487562,26.524347,29.64469,32.298073,34.92294,34.858654,34.032326,35.162792,35.162792
Ukraine,1585.4565,1562.9003,1553.2378,1591.9277,1585.8718,1605.4926,1624.431,1617.8816,1562.0526,1330.5576,1426.9147,1474.7443,1442.9894,1369.5685,1208.3707,1003.4079,1049.9954,975.3309,1011.9886,957.66315,918.4516,934.18195,647.5007
United Arab Emirates,535.7819,541.566,591.6931,631.1553,675.06537,704.5981,741.29297,818.361,938.4005,925.57526,972.4917,1020.93134,1074.0997,1133.2445,1130.8772,1229.6091,1278.2225,1229.6725,1213.7158,1242.4539,1170.8821,1309.5172,1402.7317
United Kingdom,2664.4736,2692.1746,2631.4097,2669.3706,2691.21,2713.4824,2678.8784,2604.6282,2559.3296,2430.0166,2481.5327,2342.043,2379.613,2371.5957,2240.112,2275.6992,2251.7559,2252.7314,2243.5417,2196.6013,1973.2611,1999.3777,2031.8762
United States,26545.426,25912.78,26297.848,26380.113,26897.549,26910.133,26698.12,27063.787,26405.514,25105.531,25951.863,25726.066,25047.863,25727.75,25996.219,25747.033,25723.152,25819.03,26764.953,26574.742,24603.098,25945.025,26641.771
U.S. Virgin Is.,38.922974,56.340748,55.74785,65.64431,67.30146,65.83307,70.04831,65.391975,37.897537,33.080082,29.931156,19.81696,11.355117,5.950856,12.162098,12.055491,9.9803915,9.936704,9.95451,9.953692,9.298845,9.807009,9.807009
Uruguay,48.07135,52.638767,46.745884,46.94249,45.158947,48.757713,44.443203,52.60412,55.88043,59.044327,61.32824,60.04342,60.14031,62.865517,64.683334,66.68303,67.64129,65.31021,66.96002,68.516846,60.45974,62.75864,62.75864
Uzbekistan,599.5481,601.5353,616.7473,565.4481,563.67334,562.5886,526.855,564.3034,529.1841,525.1383,531.18646,558.9532,543.0623,545.3394,563.8139,538.0926,515.0316,531.6616,533.65735,534.6295,531.7533,564.14624,586.2397
Vanuatu,0.38192254,0.42538476,0.40593863,0.47634578,0.383381,0.3833859,0.35560426,0.57652485,0.5684747,0.6569943,0.67907953,0.7855608,0.6590613,0.6384758,0.72912383,0.6867209,0.69276536,0.77244866,0.99481606,0.96026534,0.9112493,0.94385636,0.94385636
Venezuela,818.3176,850.1955,860.0901,803.77734,873.0132,899.7281,949.324,1002.8002,984.1453,981.84515,946.35175,969.91223,1015.1113,1023.7578,983.0804,969.2671,844.18744,850.9661,718.1981,615.08997,505.00104,583.354,613.6699
Vietnam,214.14896,242.04488,264.75528,285.32867,347.77454,369.7913,338.9682,370.27383,457.2086,467.72537,540.2252,597.14197,624.2923,659.44336,728.1479,829.50586,899.52856,967.94366,1086.1477,1205.4045,1204.9614,1206.2557,1274.7616
Yemen,60.137375,64.71264,65.27977,74.84437,79.02325,83.28513,83.21375,88.35376,92.7769,102.779945,99.73686,83.800766,72.61362,102.48065,97.00695,52.38784,41.93655,38.71062,36.047256,46.562454,35.254242,35.62147,35.62147
Zambia,29.192387,30.552584,31.591335,32.729675,33.70957,35.48304,36.686504,34.643147,35.816727,36.42354,38.178368,42.771206,45.95524,48.72951,52.302757,50.614338,47.732758,55.389618,62.3282,54.84517,58.65856,66.57597,66.57597
Zimbabwe,58.220966,54.96867,54.66487,53.101574,49.193604,50.860035,51.27982,50.259453,41.72816,41.263683,46.1291,50.289833,54.480045,55.37839,54.603966,54.65108,46.64871,45.256546,51.80943,46.11994,41.99676,42.145393,42.145393
